Accession,AS1_1,AS1_2,AS1_3,AS1_avg,ASA1_1,ASA1_2,ASA1_3,ASA1_avg,AT4_1,AT4_2,AT4_3,AT4_avg,Pooled_1,Pooled_2,Pooled_3,Pooled_avg,Pooled_second_1,Pooled_second_2,Pooled_second_3,Pooled_second_avg,Pooled_sample_1,Pooled_sample_2,Pooled_sample_3,Pooled_sample_avg,SAS1_1,SAS1_2,SAS1_3,SAS1_avg,SASA1_1,SASA1_2,SASA1_3,SASA1_avg,TS4_1,TS4_2,TS4_3,TS4_avg,TT4_1,TT4_2,TT4_3,TT4_avg,Tn-Seq_Biomass_Flux
PA3686,1308.1,1332.0,1500.2,1380.1,1175.0,865.2,812.4,950.866666666667,2122.5,1669.5,1396.7,1729.56666666667,1382.4,1600.4,1300.0,1427.6,1337.6,860.9,890.8,1029.76666666667,715.0,757.5,830.3,767.6,648.3,693.4,801.0,714.233333333333,1256.7,1135.4,974.8,1122.3,1501.9,212.4,1444.3,1052.86666666667,1675.7,1671.8,1861.5,1736.33333333333,166.6136504834056
PA2709,1400.4,1484.9,1340.6,1408.63333333333,1420.6,635.1,735.3,930.333333333333,769.5,692.7,1429.5,963.9,634.9,656.8,1512.1,934.6,1265.7,636.3,566.0,822.666666666667,536.0,638.8,580.9,585.233333333333,677.8,626.8,600.2,634.933333333333,1352.9,303.1,1530.2,1062.06666666667,822.2,82.9,847.2,584.1,867.9,723.6,803.6,798.366666666667,0.0
PA0546,621.7,659.0,495.0,591.9,795.6,965.3,1070.3,943.733333333333,842.6,667.0,641.1,716.9,798.2,761.8,702.8,754.266666666667,728.5,900.2,880.3,836.333333333333,961.6,945.0,844.3,916.966666666667,987.6,1079.5,957.3,1008.13333333333,788.0,126.7,903.7,606.133333333333,719.7,82.5,683.3,495.166666666667,797.2,764.8,751.0,771.0,0.11989169334082939
PA4054,364.9,280.2,365.7,336.933333333333,381.9,545.2,565.0,497.366666666667,650.1,566.8,360.9,525.933333333333,576.5,591.1,355.7,507.766666666667,368.8,539.2,762.1,556.7,748.1,747.2,740.9,745.4,799.5,738.7,665.1,734.433333333333,370.8,311.0,469.5,383.766666666667,563.8,120.3,640.9,441.666666666667,659.8,571.5,516.5,582.6,0.0
PA4920,1584.8,1753.4,1638.8,1659.0,1663.1,893.2,985.6,1180.63333333333,1427.8,978.8,1570.3,1325.63333333333,1081.7,1175.8,1652.7,1303.4,1643.6,691.6,783.8,1039.66666666667,595.4,677.7,735.4,669.5,780.7,835.9,693.8,770.133333333333,1780.1,2679.5,1475.1,1978.23333333333,995.1,136.6,1008.6,713.433333333333,1049.8,953.0,1049.0,1017.26666666667,8.882732022446411e-14
PA1013,377.5,355.0,472.3,401.6,404.9,414.9,356.4,392.066666666667,1310.0,1166.5,437.5,971.333333333333,1254.2,1012.1,443.7,903.333333333333,455.7,461.8,409.5,442.333333333333,377.0,478.2,434.2,429.8,384.1,372.4,419.4,391.966666666667,334.4,353.7,400.4,362.833333333333,1233.2,198.7,1125.0,852.3,1320.0,1212.5,1268.7,1267.06666666667,4.973707812491742
PA2386,0.0,0.0,0.0,0.0,0.0,746.9,571.5,439.466666666667,160.2,154.7,0.0,104.966666666667,122.8,198.1,0.0,106.966666666667,0.0,795.2,769.9,521.7,1006.3,693.9,638.9,779.7,707.7,772.8,1861.4,1113.96666666667,0.0,0.0,0.0,0.0,160.5,16.5,154.3,110.433333333333,151.2,147.5,230.0,176.233333333333,0.0
PA1010,1958.0,1906.0,1746.9,1870.3,1873.4,616.5,643.0,1044.3,846.1,704.8,1827.7,1126.2,757.8,761.0,1935.4,1151.4,1972.1,629.6,589.6,1063.76666666667,545.4,618.4,579.7,581.166666666667,628.8,568.9,586.2,594.633333333333,2035.0,458.8,1860.1,1451.3,660.8,145.7,633.7,480.066666666667,662.4,633.7,738.0,678.033333333333,0.7460344480082507
PA1750,175.3,198.7,130.1,168.033333333333,128.9,613.6,623.1,455.2,145.1,232.8,187.0,188.3,140.5,228.5,156.0,175.0,189.0,626.8,680.6,498.8,648.4,741.6,724.3,704.766666666667,708.7,596.6,688.3,664.533333333333,170.3,34.2,152.5,119.0,188.5,39.4,203.7,143.866666666667,239.0,258.4,112.8,203.4,0.002795864290697532
PA5436,201.9,158.4,223.9,194.733333333333,146.9,758.3,744.0,549.733333333333,593.4,660.0,160.5,471.3,872.3,841.8,170.2,628.1,176.7,661.8,710.9,516.466666666667,739.9,617.5,617.9,658.433333333333,687.2,615.8,614.8,639.266666666667,143.0,12.7,173.0,109.566666666667,814.4,122.8,838.6,591.933333333333,749.2,872.4,737.1,786.233333333333,0.0
PA0402,441.5,538.2,543.4,507.7,436.4,751.2,723.8,637.133333333333,335.9,363.8,468.0,389.233333333333,235.7,288.2,434.7,319.533333333333,512.2,726.2,831.4,689.933333333333,755.2,652.2,793.4,733.6,727.2,789.6,762.4,759.733333333334,446.2,282.0,473.9,400.7,290.7,59.4,265.7,205.266666666667,293.7,243.7,260.8,266.066666666667,4.882012410522785
PA2247,393.3,398.5,449.5,413.766666666667,312.4,531.0,471.1,438.166666666667,495.5,599.1,441.7,512.1,520.9,540.9,372.8,478.2,328.9,783.8,610.3,574.333333333333,681.1,782.9,581.0,681.666666666667,520.0,481.1,494.3,498.466666666667,280.5,348.1,296.6,308.4,496.5,35.2,508.8,346.833333333333,533.2,478.8,524.4,512.133333333333,11.851201896976196
PA3977,857.6,841.9,1000.9,900.133333333333,775.8,1118.9,1037.7,977.466666666667,249.9,415.6,731.2,465.566666666667,408.7,414.6,700.1,507.8,683.5,1058.9,1078.9,940.433333333333,956.5,1016.3,1068.8,1013.86666666667,1122.1,1089.1,1007.0,1072.73333333333,739.5,778.6,898.1,805.4,434.5,113.7,406.3,318.166666666667,396.6,436.2,412.4,415.066666666667,0.011183457162789748
PA5304,1102.6,1136.3,1202.4,1147.1,922.9,660.3,697.7,760.3,622.4,485.3,997.5,701.733333333333,526.9,573.9,979.3,693.366666666667,935.8,746.2,784.3,822.1,686.7,806.0,819.3,770.666666666667,566.9,604.8,612.4,594.7,952.8,1001.1,935.8,963.233333333333,508.9,87.4,489.9,362.066666666667,556.3,545.3,484.8,528.8,0.0
PA0650,132.0,131.7,143.1,135.6,116.7,172.6,150.4,146.566666666667,2218.5,1485.3,501.3,1401.7,229.0,413.8,133.9,258.9,21.1,278.8,255.4,185.1,157.8,199.3,184.7,180.6,159.7,158.5,172.5,163.566666666667,104.4,656.0,101.1,287.166666666667,312.0,41.2,195.9,183.033333333333,268.2,315.7,311.3,298.4,0.0
PA0036,441.7,393.4,419.2,418.1,299.5,222.0,209.5,243.666666666667,495.5,559.0,422.0,492.166666666667,390.2,565.2,429.1,461.5,323.2,207.7,190.8,240.566666666667,176.7,203.0,209.8,196.5,154.6,165.9,191.2,170.566666666667,393.2,48.2,270.7,237.366666666667,512.6,53.1,497.3,354.333333333333,527.5,473.1,510.9,503.833333333333,0.0
PA0399,208.0,214.7,179.3,200.666666666667,145.3,82.6,78.1,102.0,111.4,180.9,220.1,170.8,317.2,92.9,183.6,197.9,254.6,120.4,91.5,155.5,166.4,115.6,137.8,139.933333333333,102.2,107.0,91.1,100.1,207.9,27.1,269.2,168.066666666667,114.7,37.2,142.0,97.9666666666667,39.5,362.0,13.5,138.333333333333,0.5245320995777463
PA1546,566.2,601.4,663.1,610.233333333333,594.0,289.7,301.7,395.133333333333,601.4,548.3,610.2,586.633333333333,538.5,556.6,584.9,560.0,651.9,270.4,240.3,387.533333333333,257.9,265.2,298.4,273.833333333333,315.3,290.5,314.4,306.733333333333,556.0,349.5,596.4,500.633333333333,555.9,136.8,576.1,422.933333333333,477.9,555.9,400.1,477.966666666667,0.0
PA5277,1023.5,847.8,984.0,951.766666666667,847.1,598.6,635.3,693.666666666667,544.8,627.6,914.3,695.566666666667,608.1,619.8,970.6,732.833333333333,936.6,539.8,562.0,679.466666666667,495.3,492.2,555.6,514.366666666667,569.2,543.5,583.0,565.233333333333,897.0,1212.7,815.8,975.166666666667,632.9,56.4,689.0,459.433333333333,596.2,485.7,706.9,596.266666666667,0.0
PA4429,540.5,678.3,750.3,656.366666666667,496.5,423.8,574.0,498.1,638.8,554.6,706.8,633.4,423.9,533.3,618.8,525.333333333333,536.1,585.6,641.9,587.866666666667,550.8,592.1,713.0,618.633333333333,405.7,454.7,439.9,433.433333333333,430.0,1536.9,422.0,796.3,492.2,125.0,477.6,364.933333333333,251.7,551.2,418.2,407.033333333333,75.63320810459658
PA2008,648.4,727.1,675.6,683.7,473.0,197.0,147.1,272.366666666667,972.3,1194.8,720.1,962.4,741.0,785.7,676.0,734.233333333333,599.2,298.9,270.7,389.6,306.4,257.3,283.7,282.466666666667,130.4,159.1,144.7,144.733333333333,604.8,1461.1,375.6,813.833333333333,1075.4,183.5,969.1,742.666666666667,1116.5,1133.4,1043.5,1097.8,0.0
PA5076,372.5,441.7,400.6,404.933333333333,388.0,481.2,538.6,469.266666666667,161.7,673.2,499.8,444.9,472.8,590.4,463.3,508.833333333333,360.9,687.9,632.9,560.566666666667,568.5,581.4,555.5,568.466666666667,528.9,515.3,588.4,544.2,505.7,64.7,441.5,337.3,629.6,65.8,706.4,467.266666666667,525.4,532.0,747.3,601.566666666667,0.0
PA0796,1056.2,1044.0,864.7,988.3,852.6,433.1,405.9,563.866666666667,453.4,630.3,1068.1,717.266666666667,470.7,477.6,995.0,647.766666666667,990.2,546.4,511.9,682.833333333333,534.1,438.3,446.1,472.833333333333,390.7,418.9,345.4,385.0,892.3,491.9,891.6,758.6,540.6,123.1,510.0,391.233333333333,571.8,542.4,608.9,574.366666666667,0.0
PA0296,821.2,952.5,902.6,892.1,827.2,326.2,365.0,506.133333333333,515.1,913.2,958.4,795.566666666667,650.9,860.5,819.5,776.966666666667,859.5,286.9,279.7,475.366666666667,335.0,280.2,285.4,300.2,284.8,304.3,259.4,282.833333333333,888.2,1181.7,895.2,988.366666666667,874.5,69.0,984.9,642.8,722.0,835.2,685.0,747.4,0.0
PA3155,649.0,646.5,640.5,645.333333333333,508.9,202.6,205.8,305.766666666667,1113.8,1160.5,725.2,999.833333333333,1004.8,1116.4,657.3,926.166666666667,610.7,246.2,240.2,365.7,240.2,236.9,248.0,241.7,199.6,206.1,235.5,213.733333333333,593.6,2009.2,501.7,1034.83333333333,1108.6,132.3,1081.5,774.133333333333,1094.1,1038.4,1182.0,1104.83333333333,0.0
PA4228,622.0,646.6,758.8,675.8,765.3,507.5,487.2,586.666666666667,930.8,1008.5,571.4,836.9,963.0,959.5,601.7,841.4,727.8,454.4,446.9,543.033333333333,462.5,429.8,453.0,448.433333333333,495.6,558.0,604.4,552.666666666667,689.1,994.9,937.6,873.866666666667,848.8,85.4,1006.5,646.9,874.9,922.5,891.9,896.433333333333,0.0
PA5429,133.7,90.1,92.2,105.333333333333,95.7,230.9,232.3,186.3,0.0,0.0,122.0,40.6666666666667,0.0,0.0,130.6,43.5333333333333,113.6,195.6,193.8,167.666666666667,181.0,225.6,214.4,207.0,208.5,232.6,235.4,225.5,115.5,231.2,153.0,166.566666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0435769736399
PA2399,0.0,0.0,0.0,0.0,0.0,372.1,327.8,233.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.1,582.4,337.833333333333,608.2,400.0,482.6,496.933333333333,480.4,584.1,586.2,550.233333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA3736,0.0,0.0,0.0,0.0,0.0,153.8,192.4,115.4,257.2,423.1,0.0,226.766666666667,283.8,307.2,0.0,197.0,0.0,232.3,258.5,163.6,228.8,289.6,242.1,253.5,294.9,298.9,264.3,286.033333333333,0.0,0.0,0.0,0.0,346.3,71.7,330.8,249.6,200.3,193.3,183.2,192.266666666667,0.0
PA5141,0.0,0.0,0.0,0.0,0.0,223.8,278.7,167.5,154.3,166.8,0.0,107.033333333333,148.1,163.9,0.0,104.0,0.0,169.3,215.3,128.2,184.2,199.5,205.7,196.466666666667,208.6,211.7,210.8,210.366666666667,0.0,0.0,0.0,0.0,168.2,24.1,152.4,114.9,162.5,160.7,212.5,178.566666666667,0.0
PA5063,276.4,403.6,358.0,346.0,331.4,533.8,526.0,463.733333333333,0.0,0.0,374.9,124.966666666667,0.0,0.0,370.0,123.333333333333,357.6,589.3,588.5,511.8,611.9,577.8,641.9,610.533333333333,487.7,579.7,550.7,539.366666666667,346.6,86.5,383.7,272.266666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013979321453487187
PA0662,235.7,241.9,278.3,251.966666666667,217.9,221.0,198.3,212.4,405.8,400.9,278.5,361.733333333333,488.2,406.4,245.0,379.866666666667,268.0,235.4,228.0,243.8,215.1,186.5,231.8,211.133333333333,195.9,186.1,198.2,193.4,230.5,24.4,255.2,170.033333333333,388.8,48.2,420.7,285.9,439.6,395.8,417.5,417.633333333333,15.406986334704722
PA3187,191.7,204.5,173.5,189.9,194.1,284.2,234.6,237.633333333333,345.9,511.7,164.1,340.566666666667,429.1,461.2,240.8,377.033333333333,191.5,494.1,417.9,367.833333333333,474.1,313.3,356.6,381.333333333333,287.8,333.4,272.7,297.966666666667,188.3,25.3,164.5,126.033333333333,408.8,23.5,426.3,286.2,443.4,350.8,462.6,418.933333333333,10.0
PA3183,480.3,444.9,521.7,482.3,565.2,657.9,737.7,653.6,530.1,849.0,480.7,619.933333333333,703.0,769.8,554.6,675.8,532.9,740.1,747.1,673.366666666667,827.5,534.4,587.8,649.9,611.3,685.7,515.4,604.133333333333,464.0,238.2,531.4,411.2,841.9,180.0,842.5,621.466666666667,905.2,672.9,962.4,846.833333333333,245.71348634240235
PA4939,312.7,343.9,296.5,317.7,267.5,190.2,202.0,219.9,75.3,117.8,340.4,177.833333333333,114.8,50.6,318.1,161.166666666667,296.6,174.8,181.1,217.5,131.5,208.0,179.9,173.133333333333,162.6,182.2,175.9,173.566666666667,301.7,238.1,301.2,280.333333333333,86.5,18.8,68.1,57.8,50.2,70.7,82.4,67.7666666666667,0.0
PA4416,108.6,125.5,97.1,110.4,188.2,125.0,109.2,140.8,68.1,83.3,125.0,92.1333333333333,226.9,119.7,148.3,164.966666666667,218.7,87.0,95.5,133.733333333333,107.8,101.7,105.0,104.833333333333,103.4,96.8,98.6,99.6,178.9,35.1,147.0,120.333333333333,117.6,35.9,114.8,89.4333333333333,151.2,113.0,152.7,138.966666666667,0.7460344480082507
PA5243,804.0,888.0,649.6,780.533333333333,749.9,404.9,435.3,530.033333333333,992.8,772.3,1116.3,960.466666666667,739.2,776.8,879.8,798.6,802.0,463.3,479.1,581.466666666667,417.3,480.4,433.7,443.8,446.8,436.5,407.9,430.4,826.4,99.8,852.2,592.8,500.7,106.5,519.9,375.7,560.3,616.0,574.8,583.7,0.005591728581394873
PA4588,1072.2,1175.3,1217.0,1154.83333333333,995.8,398.3,371.8,588.633333333333,725.6,824.2,1008.7,852.833333333333,953.2,973.0,1110.7,1012.3,1076.7,388.3,382.9,615.966666666667,421.5,307.3,350.0,359.6,335.3,351.6,273.4,320.1,1056.5,100.7,961.5,706.233333333333,941.1,105.5,1077.1,707.9,1044.5,1051.4,765.3,953.733333333333,70.29879328001812
PA2023,625.3,642.9,575.4,614.533333333333,785.8,871.6,885.2,847.533333333333,500.1,464.0,528.9,497.666666666667,457.3,513.9,694.0,555.066666666667,696.2,782.8,886.4,788.466666666667,836.6,835.5,867.9,846.666666666667,788.8,840.5,745.1,791.466666666667,658.3,56.1,802.5,505.633333333333,455.7,70.8,434.7,320.4,429.1,467.6,405.3,434.0,0.0
PA3397,821.1,806.5,738.7,788.766666666667,784.3,202.4,211.5,399.4,603.2,653.7,697.2,651.366666666667,560.6,694.7,802.5,685.933333333333,814.9,238.7,233.3,428.966666666667,216.0,234.3,220.4,223.566666666667,254.7,218.9,229.5,234.366666666667,827.9,1770.3,735.1,1111.1,588.2,53.0,598.0,413.066666666667,599.6,635.4,670.4,635.133333333333,0.0
PA4749,408.9,388.4,189.5,328.933333333333,466.4,364.2,369.2,399.933333333333,278.6,397.8,452.2,376.2,328.0,300.1,426.3,351.466666666667,477.6,360.0,392.5,410.033333333333,365.5,369.7,279.3,338.166666666667,349.9,380.6,335.9,355.466666666667,432.4,421.6,365.4,406.466666666667,332.3,50.2,344.9,242.466666666667,353.2,356.5,325.4,345.033333333333,2.2056573389312084
PA5505,482.3,397.4,451.3,443.666666666667,442.3,491.7,508.2,480.733333333333,134.5,122.4,431.1,229.333333333333,68.9,151.4,412.1,210.8,363.9,415.4,445.4,408.233333333333,486.1,488.2,490.5,488.266666666667,543.4,461.9,481.4,495.566666666667,446.8,1886.6,331.6,888.333333333333,85.9,43.4,97.0,75.4333333333333,94.1,93.4,100.5,96.0,1.6970247604018005
PA0353,335.6,444.9,370.8,383.766666666667,497.8,592.7,477.4,522.633333333333,760.8,743.2,476.0,660.0,910.2,708.3,464.7,694.4,352.0,549.8,538.6,480.133333333333,522.0,599.0,548.8,556.6,519.5,502.2,545.9,522.533333333333,352.1,938.6,412.7,567.8,752.7,103.9,736.2,530.933333333333,763.2,766.4,787.4,772.333333333333,0.5245320995777464
PA1337,0.0,0.0,0.0,0.0,0.0,893.2,727.6,540.266666666667,172.8,164.5,0.0,112.433333333333,337.2,274.3,0.0,203.833333333333,0.0,886.8,822.9,569.9,818.4,902.1,925.6,882.033333333333,757.4,650.0,906.1,771.166666666667,0.0,0.0,0.0,0.0,236.1,18.4,253.5,169.333333333333,292.1,255.0,234.5,260.533333333333,0.0
PA0430,925.8,846.0,1020.2,930.666666666667,971.7,475.7,452.2,633.2,671.2,638.5,865.5,725.066666666667,830.7,699.8,593.6,708.033333333333,669.3,533.1,843.2,681.866666666667,770.1,756.6,898.3,808.333333333333,816.5,743.3,882.3,814.033333333333,942.4,401.4,1173.6,839.133333333333,758.2,82.6,743.1,527.966666666667,741.7,684.0,848.5,758.066666666667,0.5203383031417002
PA3636,1235.6,1175.8,1009.6,1140.33333333333,1121.8,637.9,604.2,787.966666666667,767.1,762.6,1101.8,877.166666666667,674.2,725.5,1162.7,854.133333333333,1182.5,565.0,556.2,767.9,486.0,536.7,549.9,524.2,601.7,606.1,664.4,624.066666666667,1342.3,2681.1,1081.3,1701.56666666667,795.7,128.1,674.9,532.9,922.7,728.9,762.0,804.533333333333,0.0
PA3117,634.8,580.7,394.6,536.7,560.0,442.9,462.8,488.566666666667,530.7,552.6,596.5,559.933333333333,594.4,560.1,578.6,577.7,650.3,431.8,477.9,520.0,464.0,385.6,449.5,433.033333333333,384.9,477.8,476.5,446.4,583.4,34.5,564.1,394.0,576.8,101.5,602.5,426.933333333333,580.8,540.5,546.6,555.966666666667,0.7460344480082507
PA4414,110.4,100.0,123.4,111.266666666667,85.8,1027.4,1112.3,741.833333333333,265.0,247.7,62.4,191.7,597.3,368.7,128.3,364.766666666667,112.3,857.9,903.7,624.633333333333,1193.6,949.8,900.7,1014.7,1001.8,1015.2,928.6,981.866666666667,76.0,20.5,164.6,87.0333333333334,387.5,68.6,463.3,306.466666666667,316.1,382.8,315.1,338.0,0.7460344480082506
PA3666,394.5,349.2,279.0,340.9,380.6,800.4,773.3,651.433333333333,470.3,476.2,296.6,414.366666666667,636.6,617.5,378.7,544.266666666667,377.8,733.2,650.8,587.266666666667,596.0,669.3,639.9,635.066666666667,798.4,631.7,790.3,740.133333333333,421.2,10.3,336.1,255.866666666667,551.4,46.9,472.5,356.933333333333,561.1,500.9,609.3,557.1,0.7460344480082507
PA5413,704.0,823.1,793.3,773.466666666667,728.3,1145.6,1168.7,1014.2,320.0,356.9,715.0,463.966666666667,403.5,315.1,649.5,456.033333333333,664.4,1009.5,1049.2,907.7,987.9,1059.2,1045.4,1030.83333333333,1089.0,1051.9,1151.3,1097.4,603.8,116.6,736.9,485.766666666667,323.6,38.8,392.2,251.533333333333,285.3,314.9,360.4,320.2,7.821043165044689
PA3195,780.1,668.7,721.0,723.266666666667,809.7,321.7,483.3,538.233333333333,180.6,285.7,608.1,358.133333333333,271.9,274.0,778.5,441.466666666667,826.7,336.9,309.4,491.0,361.7,284.2,255.5,300.466666666667,287.8,293.5,236.0,272.433333333333,757.0,83.2,867.5,569.233333333333,295.8,68.1,347.2,237.033333333333,275.9,328.0,282.9,295.6,6.07726686248016
PA4839,557.9,533.3,659.5,583.566666666667,498.6,257.8,331.9,362.766666666667,441.2,530.0,508.0,493.066666666667,450.2,466.2,547.5,487.966666666667,540.4,220.3,248.1,336.266666666667,274.1,291.3,311.6,292.333333333333,264.1,259.2,287.4,270.233333333333,548.2,70.8,502.5,373.833333333333,549.1,91.0,545.3,395.133333333333,568.1,569.8,634.8,590.9,7.960524601688281
PA1288,715.0,617.0,681.1,671.033333333333,804.7,100.3,91.3,332.1,1041.3,648.6,723.6,804.5,1160.1,1010.7,704.8,958.533333333333,811.7,114.2,119.5,348.466666666667,66.2,74.2,85.7,75.3666666666667,55.2,72.7,87.4,71.7666666666667,711.9,61.8,902.0,558.566666666667,921.1,105.4,831.2,619.233333333333,844.7,794.0,1261.7,966.8,0.0
PA2119,1003.9,1035.8,1101.9,1047.2,816.4,256.4,245.4,439.4,626.6,661.1,1063.0,783.566666666667,627.0,700.6,941.1,756.233333333333,936.3,267.4,250.3,484.666666666667,213.1,260.8,248.4,240.766666666667,263.6,260.0,214.9,246.166666666667,855.6,2399.5,748.0,1334.36666666667,630.3,59.3,606.0,431.866666666667,691.0,607.3,623.2,640.5,0.0
PA3582,0.0,0.0,0.0,0.0,0.0,677.6,644.4,440.666666666667,286.4,317.9,0.0,201.433333333333,246.9,231.5,0.0,159.466666666667,0.0,752.0,652.1,468.033333333333,707.7,645.4,618.7,657.266666666667,709.6,650.5,670.9,677.0,0.0,0.0,0.0,0.0,282.5,83.4,247.9,204.6,350.0,321.0,329.0,333.333333333333,0.3819378484032391
PA5035,311.3,331.4,338.0,326.9,332.9,308.5,275.8,305.733333333333,371.4,482.6,356.4,403.466666666667,416.8,419.9,342.4,393.033333333333,325.6,342.3,324.6,330.833333333333,366.8,228.0,293.5,296.1,341.5,274.2,265.4,293.7,320.7,51.5,312.7,228.3,485.3,82.8,527.6,365.233333333333,490.5,423.9,395.0,436.466666666667,22.228179625264797
PA0300,579.9,642.5,571.8,598.066666666667,621.7,306.7,334.6,421.0,634.7,663.7,575.0,624.466666666667,596.2,656.5,597.5,616.733333333333,538.1,295.3,271.7,368.366666666667,254.2,306.6,300.0,286.933333333333,311.4,249.4,303.9,288.233333333333,604.6,72.9,611.4,429.633333333333,633.6,59.3,623.1,438.666666666667,648.2,621.5,702.9,657.533333333333,0.0
PA5323,175.0,176.6,104.1,151.9,191.4,587.9,536.3,438.533333333333,335.5,522.7,121.4,326.533333333333,296.8,479.2,152.1,309.366666666667,223.2,533.5,559.9,438.866666666667,539.3,555.1,520.7,538.366666666667,480.0,485.3,506.5,490.6,244.5,699.1,155.8,366.466666666667,520.2,80.3,538.5,379.666666666667,530.6,449.8,558.4,512.933333333333,15.406986334704726
PA0331,121.6,86.9,82.4,96.9666666666667,132.1,281.1,266.2,226.466666666667,280.6,310.7,154.8,248.7,285.4,291.5,127.9,234.933333333333,94.6,309.7,275.4,226.566666666667,305.8,270.2,217.4,264.466666666667,291.3,299.7,294.1,295.033333333333,144.5,22.1,183.6,116.733333333333,275.1,52.3,277.7,201.7,265.6,336.6,296.5,299.566666666667,0.0
PA3118,162.2,170.1,125.6,152.633333333333,231.7,225.3,248.7,235.233333333333,0.0,0.0,181.2,60.4,0.0,0.0,184.4,61.4666666666667,209.8,186.4,230.3,208.833333333333,212.5,184.4,254.0,216.966666666667,212.1,206.6,253.1,223.933333333333,272.8,786.9,197.0,418.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA3107,111.1,135.4,109.2,118.566666666667,104.7,841.3,859.3,601.766666666667,453.7,382.1,137.3,324.366666666667,447.4,400.6,166.2,338.066666666667,138.4,807.3,755.5,567.066666666667,702.0,815.2,771.8,763.0,847.0,806.5,937.1,863.533333333333,144.8,40.2,129.3,104.766666666667,378.5,102.4,404.5,295.133333333333,413.5,412.9,426.6,417.666666666667,0.0
PA4044,188.5,229.9,51.9,156.766666666667,259.5,185.6,171.3,205.466666666667,335.0,295.7,202.9,277.866666666667,238.3,284.5,201.8,241.533333333333,266.9,168.5,147.2,194.2,139.3,146.4,133.4,139.7,175.9,165.5,144.2,161.866666666667,248.6,46.1,187.2,160.633333333333,288.6,28.7,298.7,205.333333333333,255.3,325.5,269.0,283.266666666667,0.012581389308138466
PA4053,713.6,728.3,691.4,711.1,797.1,396.2,359.7,517.666666666667,876.7,642.8,727.2,748.9,705.3,701.6,774.1,727.0,769.3,404.6,345.6,506.5,290.1,383.9,323.5,332.5,380.7,356.8,371.1,369.533333333333,780.2,33.1,784.5,532.6,651.7,68.3,565.9,428.633333333333,669.4,732.2,704.0,701.866666666667,0.0
PA5161,144.5,133.1,157.1,144.9,150.9,301.5,250.0,234.133333333333,113.0,118.3,146.9,126.066666666667,217.1,143.8,141.7,167.533333333333,156.5,342.6,307.3,268.8,255.8,295.0,277.8,276.2,278.9,277.9,297.8,284.866666666667,143.2,27.9,168.2,113.1,140.3,53.6,175.7,123.2,113.8,196.3,135.1,148.4,0.0
PA2199,298.5,348.4,329.1,325.333333333333,416.8,898.5,1030.4,781.9,9.9,48.0,376.4,144.766666666667,108.2,118.1,373.2,199.833333333333,337.2,827.5,841.4,668.7,847.1,827.1,848.9,841.033333333333,1101.1,1017.3,863.0,993.8,370.2,371.7,466.2,402.7,99.7,16.5,107.4,74.5333333333334,100.4,122.1,38.3,86.9333333333333,0.0
PA4732,756.4,801.2,827.8,795.133333333333,721.3,627.8,648.6,665.9,1484.8,1527.3,901.8,1304.63333333333,1470.5,1450.7,839.9,1253.7,750.6,618.0,509.3,625.966666666667,592.6,516.0,559.7,556.1,880.1,623.2,606.1,703.133333333333,788.1,77.1,714.4,526.533333333333,1444.7,236.8,1447.5,1043.0,1418.5,1721.7,1264.3,1468.16666666667,8.777069442371399
PA5153,1071.8,898.0,1014.8,994.866666666667,632.7,510.1,470.3,537.7,613.3,721.8,986.0,773.7,397.8,505.4,837.8,580.333333333333,908.9,662.4,639.4,736.9,484.1,574.8,582.8,547.233333333333,413.8,492.1,487.3,464.4,561.2,45.4,662.6,423.066666666667,587.0,53.9,495.3,378.733333333333,529.9,554.1,557.5,547.166666666667,0.0
PA3194,662.2,712.2,719.0,697.8,622.9,219.3,231.7,357.966666666667,243.4,137.8,709.1,363.433333333333,162.1,227.0,720.0,369.7,639.6,180.9,217.1,345.866666666667,206.5,130.7,181.2,172.8,141.8,186.8,129.8,152.8,620.6,25.9,699.4,448.633333333333,207.7,8.7,171.4,129.266666666667,221.5,206.5,172.5,200.166666666667,1.2225810745925356
PA2967,114.2,143.1,157.3,138.2,99.2,471.7,465.0,345.3,666.4,511.1,175.2,450.9,457.7,567.7,134.8,386.733333333333,120.8,499.6,482.5,367.633333333333,476.1,455.8,477.6,469.833333333333,525.0,488.2,501.4,504.866666666667,148.0,172.7,120.2,146.966666666667,500.5,41.1,394.0,311.866666666667,517.5,437.7,549.3,501.5,49.34013305555608
PA1843,0.0,0.0,0.0,0.0,0.0,612.5,607.0,406.5,381.7,293.4,0.0,225.033333333333,364.5,314.2,0.0,226.233333333333,0.0,668.7,611.8,426.833333333333,527.8,618.0,608.8,584.866666666667,747.2,625.3,690.3,687.6,0.0,0.0,0.0,0.0,286.1,26.3,265.6,192.666666666667,261.4,333.0,216.4,270.266666666667,0.5203383031417003
